Company_Name_cl,Reg_no_cl,License_type_cl,Award_date_cl,Expiry_date_cl,Group_cl,Block_cl,Commodity_cl,Area_acre_cl,Location_state_cl
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2010-10-16,2013-10-15,Ka Day,99,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2010-10-16,2013-10-15,Ka Day,100,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2010-10-16,2013-10-15,Ka Day,101,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2010-10-16,2013-10-15,Pan Kyar,12,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2010-10-16,2013-10-15,Ba Zan Chaut,58,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2010-10-16,2013-10-15,Ba Zan Chaut,59,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2010-10-16,2013-10-15,Ba Zan Chaut,60,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2010-10-16,2013-10-15,Ba Zan Chaut,63,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2010-10-6,2013-10-5,Kar Li Chaung,1,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2010-10-16,2013-10-15,Pan Kyar,4,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2010-10-16,2013-10-15,Ma Mon,62,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2010-12-5,2013-12-4,Pan Tin,14,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2010-12-5,2013-12-4,Pan Tin,15,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2010-12-5,2013-12-4,Pan Tin,16,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2010-12-5,2013-12-4,Pan Tin,17,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2010-12-5,2013-12-4,Pan Tin,18,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2010-12-5,2013-12-4,Pan Tin,19,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2010-12-5,2013-12-4,Pan Tin,20,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2010-12-5,2013-12-4,Pan Tin,21,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2010-12-5,2013-12-4,Pan Tin,22,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2010-12-5,2013-12-4,Pan Tin,23,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2010-12-5,2013-12-4,Pan Tin,24,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2010-12-5,2013-12-4,Pan Tin,25,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2010-12-5,2013-12-4,Pan Tin,26,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2010-12-5,2013-12-4,Pan Tin,27,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2010-12-5,2013-12-4,Pan Tin,28,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2010-12-5,2013-12-4,Pan Tin,29,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2010-12-5,2013-12-4,Pan Tin,30,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2010-12-5,2013-12-4,Pan Tin,31,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2010-12-5,2013-12-4,Pan Tin,32,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2010-12-5,2013-12-4,Pan Tin,33,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2010-12-5,2013-12-4,Pan Tin,34,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2010-12-5,2013-12-4,Pan Tin,35,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2010-12-5,2013-12-4,Pan Tin,36,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2010-12-5,2013-12-4,Pan Tin,37,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2010-12-5,2013-12-4,Pan Tin,38,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2010-12-5,2013-12-4,Pan Tin,39,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2010-12-5,2013-12-4,Pan Tin,40,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2010-12-5,2013-12-4,Pan Tin,41,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2010-12-5,2013-12-4,Pan Tin,42,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2010-12-5,2013-12-4,Pan Tin,43,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2010-12-5,2013-12-4,Pan Tin,44,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2010-12-5,2013-12-4,Pan Tin,45,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2010-12-5,2013-12-4,Pan Tin,46,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2010-12-5,2013-12-4,Pan Tin,47,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2008-12-10,2013-12-9,Ba La Kha,119,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2010-12-5,2015-12-3,Mhaw Si Sar,107,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2009-1-19,2014-1-18,Myauk Phyu,98,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2009-1-17,2014-1-16,Ba Zan Chaut,17,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2009-1-17,2014-1-16,Ba Zan Chaut,18,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2009-1-17,2014-1-18,Pan Kyar,1,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2011-2-14,2014-2-13,Dane Lone,8,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2011-2-14,2014-2-13,Dane Lone,9,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2011-2-14,2014-2-13,Dane Lone,13,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2011-2-14,2014-2-13,Dane Lone,14,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2011-2-14,2014-2-13,Du Mhaw,3,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2011-2-14,2014-2-13,Du Mhaw,6,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2011-2-14,2014-2-13,Du Mhaw,7,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2011-2-14,2014-2-13,Pan Kyar,6,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2011-2-14,2014-2-13,Pan Kyar,7,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2011-2-14,2014-2-13,Pan Mhaw,2,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2011-2-14,2014-2-13,Myinn Mhaw,10,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2011-2-14,2014-2-13,Myinn Mhaw,17,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2011-2-14,2014-2-13,Myinn Mhaw,19,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2011-2-14,2014-2-13,Myinn Mhaw,24,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2011-2-14,2014-2-13,Myinn Mhaw,25,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2011-2-14,2014-2-13,Myinn Mhaw,26,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2011-2-14,2014-2-13,Myinn Mhaw,27,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2011-2-14,2014-2-13,Myinn Mhaw,28,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2011-2-14,2014-2-13,Myinn Mhaw,30,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2011-2-14,2014-2-13,Myinn Mhaw,31,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2011-2-14,2014-2-13,Mhaw Kyan,21,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2011-2-14,2014-2-13,Mhaw Kyan,49,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2011-2-14,2014-2-13,Mhaw Thit,1,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2011-2-14,2014-2-13,Shar Mo,6,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2011-2-14,2014-2-13,Yone Cho,9,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2011-2-14,2014-2-13,Wa Kan,10,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2011-2-14,2014-2-13,War Phot,1,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2011-2-14,2014-2-13,Aung Sein,2,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2011-2-14,2014-2-13,Aung Sein,3,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2011-11-11,2014-11-10,Ngo Pinn,151,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2012-1-19,2015-1-18,Ka Yin Chaung,127,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2011-2-14,2016-2-13,Mhaw Si Sar,58,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2011-2-14,2016-2-13,Mhaw Si Sar,108,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2011-2-14,2016-2-13,Mhaw Si Sar,144,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2012-1-16,2017-1-15,Whay Khar,500,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2012-1-16,2017-1-15,Whay Khar,502,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2012-1-17,2017-1-16,Ba Zan Chaut,16,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2012-1-19,2017-1-18,Ba Zan Chaut,33,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2012-1-19,2017-1-18,Ba Zan Chaut,52,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2012-1-19,2017-1-18,Ba Zan Chaut,53,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2007-7-10,2012-7-9,Sa Pot,32,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2012-1-19,2015-1-18,Ma Mon,189,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,1900-1-27,1900-1-26,Myauk Phyu,99,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,1900-1-27,1900-1-26,Myauk Phyu,100,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,1900-9-10,1900-9-9,Myauk Phyu,85,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,1900-9-10,1900-9-9,Myauk Phyu,80,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,1900-9-10,1900-9-9,Myauk Phyu,81,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,1900-9-10,1900-9-9,Myauk Phyu,82,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2009-12-30,2012-12-29,Mhaw Thit,2,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2009-12-30,2012-12-29,Dantingyi,11,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2010-5-31,2013-5-30,Sa Khort,1,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2010-5-31,2013-5-30,Danli Phawhtoke,1,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2010-5-31,2013-5-30,Wuyar Phawhtoke,1,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2011-6-19,2014-6-18,Maw Luu,2,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2011-6-19,2014-6-18,Maw Luu,3,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2011-6-19,2014-6-18,Maw Luu,4,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2011-6-19,2014-6-18,Maw Luu,5,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2011-6-19,2014-6-18,Maw Luu,6,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2011-6-19,2014-6-18,Maw Luu,7,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2011-6-19,2014-6-18,Maw Luu,8,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2011-6-19,2014-6-18,Maw Luu,9,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2011-6-19,2014-6-18,Maw Luu,10,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2011-6-19,2014-6-18,Maw Luu,11,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2011-6-19,2014-6-18,Maw Luu,12,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2011-6-19,2014-6-18,Maw Luu,13,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2011-6-19,2014-6-18,Maw Luu,14,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2011-6-19,2014-6-18,Maw Luu,15,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2011-6-19,2014-6-18,Maw Luu,16,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2011-6-19,2014-6-18,Maw Luu,17,Jade,1,Kachin State
WINN LEI YADANAR COMPANY LIMITED,99/2004-2005,Private,2011-6-19,2014-6-18,Maw Luu,18,Jade,1,Kachin State
Myanmar Si Thu,448/1995-1996,Joint Venture,2012-4-26,2014-4-25,Ma Mon,1,Jade,123.89,Kachin State
Myanmar Si Thu,448/1995-1996,Joint Venture,2009-6-18,2014-6-17,Whay Khar,2,Jade,65,Kachin State
Myanmar Si Thu,448/1995-1996,Joint Venture,2012-4-7,2015-4-6,Ma Laung,1,Jade,119,Kachin State
Myanmar Si Thu,448/1995-1996,Private,2011-7-15,2014-7-14,Pint Ku Taung (Ge),Sa,Gems,1,Mandalay Division
Myanmar Si Thu,448/1995-1996,Private,2011-6-23,2014-6-22,Pint  Ku Taung (Ge),Na Kyie,Gems,1,Mandalay Division
Myanmar Si Thu,448/1995-1996,Private,2011-7-15,2014-7-14,Pint Ku Taung (Ge),Ta -6,Gems,1,Mandalay Division
Myanmar Si Thu,448/1995-1996,Private,2013-2-8,2016-2-7,Pint Ku Taung (Ge),SHa,Gems,1,Mandalay Division
Myanmar Si Thu,448/1995-1996,Private,2013-2-8,2016-2-7,Pint  Ku Taung (Ge),Za Myin Zwe,Gems,1,Mandalay Division
(1.1.1) GEMS & JEWELLERY COMPANY LIMITED,312/2006-2007,Joint Venture,2009-6-24,2014-6-23,War Kyale,7,Jade,108,Kachin State
(1.1.1) GEMS & JEWELLERY COMPANY LIMITED,312/2006-2007,Private,2011-1-3,2014-1-2,Kar Li Chaung,26,Jade,1,Kachin State
(1.1.1) GEMS & JEWELLERY COMPANY LIMITED,312/2006-2007,Private,2010-7-3,2013-7-2,Mhaw Si Sar,410,Jade,1,Kachin State
(1.1.1) GEMS & JEWELLERY COMPANY LIMITED,312/2006-2007,Private,2010-7-3,2013-7-2,Mhaw Si Sar,411,Jade,1,Kachin State
(1.1.1) GEMS & JEWELLERY COMPANY LIMITED,312/2006-2007,Private,2010-7-3,2013-7-2,Mhaw Si Sar,412,Jade,1,Kachin State
(1.1.1) GEMS & JEWELLERY COMPANY LIMITED,312/2006-2007,Private,1900-3-18,1900-3-17,Kar Li Chaung,37,Jade,1,Kachin State
(1.1.1) GEMS & JEWELLERY COMPANY LIMITED,312/2006-2007,Private,1900-3-18,1900-3-17,Kar Li Chaung,38,Jade,1,Kachin State
(1.1.1) GEMS & JEWELLERY COMPANY LIMITED,312/2006-2007,Private,1900-3-18,1900-3-17,Kar Li Chaung,41,Jade,1,Kachin State
(1.1.1) GEMS & JEWELLERY COMPANY LIMITED,312/2006-2007,Private,1900-3-31,1900-3-30,Maw La Kin,99,Jade,1,Kachin State
(1.1.1) GEMS & JEWELLERY COMPANY LIMITED,312/2006-2007,Private,1900-3-31,1900-3-30,Maw La Kin,100,Jade,1,Kachin State
(1.1.1) GEMS & JEWELLERY COMPANY LIMITED,312/2006-2007,Private,1900-3-31,1900-3-30,Maw La Kin,101,Jade,1,Kachin State
(1.1.1) GEMS & JEWELLERY COMPANY LIMITED,312/2006-2007,Private,1900-3-31,1900-3-30,Maw La Kin,102,Jade,1,Kachin State
(1.1.1) GEMS & JEWELLERY COMPANY LIMITED,312/2006-2007,Private,1900-3-31,1900-3-30,Maw La Kin,103,Jade,1,Kachin State
(1.1.1) GEMS & JEWELLERY COMPANY LIMITED,312/2006-2007,Private,1900-3-31,1900-3-30,Maw La Kin,104,Jade,1,Kachin State
(1.1.1) GEMS & JEWELLERY COMPANY LIMITED,312/2006-2007,Private,1900-5-15,1900-5-14,Maw La Kin,106,Jade,1,Kachin State
(1.1.1) GEMS & JEWELLERY COMPANY LIMITED,312/2006-2007,Private,1900-5-15,1900-5-14,Maw La Kin,108,Jade,1,Kachin State
(1.1.1) GEMS & JEWELLERY COMPANY LIMITED,312/2006-2007,Private,1900-5-15,1900-5-14,Maw La Kin,109,Jade,1,Kachin State
(1.1.1) GEMS & JEWELLERY COMPANY LIMITED,312/2006-2007,Private,1900-5-15,1900-5-14,Maw La Kin,110,Jade,1,Kachin State
(1.1.1) GEMS & JEWELLERY COMPANY LIMITED,312/2006-2007,Private,1900-7-3,1900-7-2,Maw La Kin,105,Jade,1,Kachin State
(1.1.1) GEMS & JEWELLERY COMPANY LIMITED,312/2006-2007,Private,1900-6-14,1900-6-13,Kar Li Chaung,40,Jade,1,Kachin State
(1.1.1) GEMS & JEWELLERY COMPANY LIMITED,312/2006-2007,Private,1900-5-15,1900-5-14,Pan Kyar,8,Jade,1,Kachin State
(1.1.1) GEMS & JEWELLERY COMPANY LIMITED,312/2006-2007,Private,1900-5-15,1900-5-14,Maw Maung,226,Jade,1,Kachin State
(1.1.1) GEMS & JEWELLERY COMPANY LIMITED,312/2006-2007,Private,1900-5-15,1900-5-14,Sai Kyar Bown,5,Jade,1,Kachin State
(1.1.1) GEMS & JEWELLERY COMPANY LIMITED,312/2006-2007,Private,2012-5-27,2015-5-26,Htonetaungmhawthit,4,Jade,1,Sagaing Division
(1.1.1) GEMS & JEWELLERY COMPANY LIMITED,312/2006-2007,Private,2012-5-27,2015-5-26,Htonetaunmghawthit,5,Jade,1,Sagaing Division
(1.1.1) GEMS & JEWELLERY COMPANY LIMITED,312/2006-2007,Private,2012-5-27,2015-5-26,Oakshitkone,20,Jade,1,Sagaing Division
(1.1.1) GEMS & JEWELLERY COMPANY LIMITED,312/2006-2007,Private,2012-5-27,2015-5-26,Oakshitkone,21,Jade,1,Sagaing Division
(1.1.1) GEMS & JEWELLERY COMPANY LIMITED,312/2006-2007,Private,2012-5-27,2015-5-26,Oakshitkone,23,Jade,1,Sagaing Division
(1.1.1) GEMS & JEWELLERY COMPANY LIMITED,312/2006-2007,Private,2012-5-27,2015-5-26,Oakshitkone,24,Jade,1,Sagaing Division
(1.1.1) GEMS & JEWELLERY COMPANY LIMITED,312/2006-2007,Private,2012-5-27,2015-5-26,Oakshitkone,26,Jade,1,Sagaing Division
(1.1.1) GEMS & JEWELLERY COMPANY LIMITED,312/2006-2007,Private,2012-5-27,2015-5-26,Oakshitkone,27,Jade,1,Sagaing Division
Sein Lom Taung Tan Gems Ltd.,1273/1996-1997,Joint Venture,2010-3-19,2015-3-18,Kar Li Chaung,1,Jade,17,Kachin State
Sein Lom Taung Tan Gems Ltd.,1273/1996-1997,Joint Venture,2011-10-3,2013-10-2,Ka Yin Chaung,2,Jade,115.4,Kachin State
Sein Lom Taung Tan Gems Ltd.,1273/1996-1997,Private,2008-7-4,2013-7-3,Mat Lin Chaung,39,Jade,1,Kachin State
Sein Lom Taung Tan Gems Ltd.,1273/1996-1997,Private,2009-1-20,2014-1-19,Mana,34,Jade,1,Kachin State
Sein Lom Taung Tan Gems Ltd.,1273/1996-1997,Private,2009-7-10,2014-7-9,Sa Pot,298,Jade,1,Kachin State
Sein Lom Taung Tan Gems Ltd.,1273/1996-1997,Private,2009-7-10,2014-7-9,Sa Pot,295,Jade,1,Kachin State
Sein Lom Taung Tan Gems Ltd.,1273/1996-1997,Private,2009-7-10,2014-7-9,Sa Pot,296,Jade,1,Kachin State
Sein Lom Taung Tan Gems Ltd.,1273/1996-1997,Private,2009-7-10,2014-7-9,Sa Pot,297,Jade,1,Kachin State
Sein Lom Taung Tan Gems Ltd.,1273/1996-1997,Private,2012-3-30,2014-7-9,Sha Yaung Kha,396,Jade,1,Kachin State
Sein Lom Taung Tan Gems Ltd.,1273/1996-1997,Private,2013-5-31,2018-5-30,Maw One Lay,110,Jade,1,Kachin State
Sein Lom Taung Tan Gems Ltd.,1273/1996-1997,Private,2013-5-31,2018-5-30,Maw La Kin,224,Jade,1,Kachin State
Sein Lom Taung Tan Gems Ltd.,1273/1996-1997,Private,2013-5-31,2018-5-30,Maw La Kin,225,Jade,1,Kachin State
Sein Lom Taung Tan Gems Ltd.,1273/1996-1997,Private,2013-5-31,2018-5-30,Maw La Kin,226,Jade,1,Kachin State
Sein Lom Taung Tan Gems Ltd.,1273/1996-1997,Private,2013-5-31,2016-5-30,Maw La Kin,227,Jade,1,Kachin State
Sein Lom Taung Tan Gems Ltd.,1273/1996-1997,Private,2013-5-31,2016-5-30,Maw La Kin,228,Jade,1,Kachin State
Sein Lom Taung Tan Gems Ltd.,1273/1996-1997,Private,2008-5-6,2013-5-5,Nant Mhaw,334,Jade,1,Kachin State
Sein Lom Taung Tan Gems Ltd.,1273/1996-1997,Private,2008-5-6,2013-5-5,Nant Mhaw,335,Jade,1,Kachin State
Sein Lom Taung Tan Gems Ltd.,1273/1996-1997,Private,2008-5-6,2013-5-5,Nant Mhaw,336,Jade,1,Kachin State
"Shining Star Light Gems & Jewellery Co., Ltd.",220/2004-2005,Joint Venture,2012-4-8,2015-4-7,War Kyale,3,Jade,62,Kachin State
"Shining Star Light Gems & Jewellery Co., Ltd.",220/2004-2005,Private,2011-1-6,2011-1-5,Myauk Phyu,96,Jade,1,Kachin State
"Shining Star Light Gems & Jewellery Co., Ltd.",220/2004-2005,Private,2011-4-18,2014-4-17,Myauk Phyu,95,Jade,1,Kachin State
"Shining Star Light Gems & Jewellery Co., Ltd.",220/2004-2005,Private,2011-7-15,2014-1-14,Mat Lin Chaung,172,Jade,1,Kachin State
"Shining Star Light Gems & Jewellery Co., Ltd.",220/2004-2005,Private,2011-7-15,2014-1-14,Mat Lin Chaung,173,Jade,1,Kachin State
"Shining Star Light Gems & Jewellery Co., Ltd.",220/2004-2005,Private,2012-2-14,2015-2-13,Whay Khar (Sai New),216,Jade,1,Kachin State
"Shining Star Light Gems & Jewellery Co., Ltd.",220/2004-2005,Private,2012-7-27,2015-7-26,Taung Kauk,104,Jade,1,Kachin State
"Shining Star Light Gems & Jewellery Co., Ltd.",220/2004-2005,Private,2012-7-22,2015-7-21,Taung Kauk,110,Jade,1,Kachin State
"Shining Star Light Gems & Jewellery Co., Ltd.",220/2004-2005,Private,2012-7-27,2015-7-26,Maw La Kin,54,Jade,1,Kachin State
"Shining Star Light Gems & Jewellery Co., Ltd.",220/2004-2005,Private,2012-7-27,2015-7-26,Maw La Kin,58,Jade,1,Kachin State
"Shining Star Light Gems & Jewellery Co., Ltd.",220/2004-2005,Private,2012-7-27,2015-7-26,Maw La Kin,67,Jade,1,Kachin State
"Shining Star Light Gems & Jewellery Co., Ltd.",220/2004-2005,Private,2011-4-18,2016-4-17,Maw Maung,180,Jade,1,Kachin State
"Shining Star Light Gems & Jewellery Co., Ltd.",220/2004-2005,Private,2011-8-19,2016-8-18,Nant Mhaw,201,Jade,1,Kachin State
"Shining Star Light Gems & Jewellery Co., Ltd.",220/2004-2005,Private,2011-8-19,2016-8-18,Nant Mhaw,202,Jade,1,Kachin State
"Shining Star Light Gems & Jewellery Co., Ltd.",220/2004-2005,Private,2011-8-19,2016-8-18,Nant Mhaw,205,Jade,1,Kachin State
"Shining Star Light Gems & Jewellery Co., Ltd.",220/2004-2005,Private,2012-1-31,2017-1-30,Nant Mhaw,263,Jade,1,Kachin State
"Shining Star Light Gems & Jewellery Co., Ltd.",220/2004-2005,Private,2012-1-31,2017-1-30,Nant Mhaw,265,Jade,1,Kachin State
