Company_Name_cl,Reg_no_cl,License_type_cl,Award_date_cl,Expiry_date_cl,Group_cl,Block_cl,Commodity_cl,Area_acre_cl,Location_state_cl
"Ever Winner Gems Co., Ltd.",952/1995-1996,Private,2011-2-2,2014-2-1,Nant Mhaw,233,Jade,1,Kachin State
"Ever Winner Gems Co., Ltd.",952/1995-1996,Private,2011-2-2,2014-2-1,Nant Mhaw,234,Jade,1,Kachin State
"Ever Winner Gems Co., Ltd.",952/1995-1996,Private,2011-2-2,2014-2-1,Nant Mhaw,235,Jade,1,Kachin State
"Ever Winner Gems Co., Ltd.",952/1995-1996,Private,2010-11-30,2013-11-29,Nant Mhaw,236,Jade,1,Kachin State
"Ever Winner Gems Co., Ltd.",952/1995-1996,Private,2011-2-2,2014-2-1,Nant Mhaw,237,Jade,1,Kachin State
"Ever Winner Gems Co., Ltd.",952/1995-1996,Private,2011-1-11,2014-1-10,Nant Mhaw,246,Jade,1,Kachin State
"Ever Winner Gems Co., Ltd.",952/1995-1996,Private,2010-12-8,2013-12-7,Nant Mhaw,283,Jade,1,Kachin State
"Ever Winner Gems Co., Ltd.",952/1995-1996,Private,2010-12-8,2013-12-7,Nant Mhaw,285,Jade,1,Kachin State
"Ever Winner Gems Co., Ltd.",952/1995-1996,Private,2010-11-29,2013-11-28,Maw Maung,53,Jade,1,Kachin State
"Ever Winner Gems Co., Ltd.",952/1995-1996,Private,2010-11-29,2013-11-28,Maw Maung,101,Jade,1,Kachin State
AUNG HEIN MIN GEMS COMPANY LIMITED,617/2004-2005,Joint Venture,2009-3-9,2014-3-8,Inn Mar,6,Jade,33,Kachin State
AUNG HEIN MIN GEMS COMPANY LIMITED,617/2004-2005,Joint Venture,2010-10-22,2015-10-21,San Ka Htan,10,Jade,65,Kachin State
AUNG HEIN MIN GEMS COMPANY LIMITED,617/2004-2005,Private,2012-2-3,2017-2-2,Sa Pot,118,Jade,1,Kachin State
AUNG HEIN MIN GEMS COMPANY LIMITED,617/2004-2005,Private,2012-2-3,2017-2-2,Sa Pot,119,Jade,1,Kachin State
AUNG HEIN MIN GEMS COMPANY LIMITED,617/2004-2005,Private,2012-2-3,2017-2-2,Ka Yin Chaung,97,Jade,1,Kachin State
AUNG HEIN MIN GEMS COMPANY LIMITED,617/2004-2005,Private,2012-5-8,2017-5-7,Ka Yin Chaung,98,Jade,1,Kachin State
AUNG HEIN MIN GEMS COMPANY LIMITED,617/2004-2005,Private,1900-7-20,1900-7-19,Maw One Lay,127,Jade,1,Kachin State
AUNG HEIN MIN GEMS COMPANY LIMITED,617/2004-2005,Private,1900-7-20,1900-7-19,Maw One Lay,128,Jade,1,Kachin State
AUNG HEIN MIN GEMS COMPANY LIMITED,617/2004-2005,Private,2011-8-26,2014-8-25,Sai Lo,6,Jade,1,Kachin State
AUNG HEIN MIN GEMS COMPANY LIMITED,617/2004-2005,Private,2011-8-26,2014-8-25,Sai Lo,7,Jade,1,Kachin State
AUNG HEIN MIN GEMS COMPANY LIMITED,617/2004-2005,Private,2011-8-26,2014-8-25,Sai Lo,9,Jade,1,Kachin State
AUNG HEIN MIN GEMS COMPANY LIMITED,617/2004-2005,Private,2011-8-26,2014-8-25,Sai Lo,10,Jade,1,Kachin State
AUNG HEIN MIN GEMS COMPANY LIMITED,617/2004-2005,Private,2011-8-26,2014-8-25,Sai Lo,11,Jade,1,Kachin State
AUNG HEIN MIN GEMS COMPANY LIMITED,617/2004-2005,Private,2011-8-26,2014-8-25,Sai Lo,12,Jade,1,Kachin State
AUNG HEIN MIN GEMS COMPANY LIMITED,617/2004-2005,Private,2011-8-26,2014-8-25,Sai Lo,13,Jade,1,Kachin State
AUNG HEIN MIN GEMS COMPANY LIMITED,617/2004-2005,Private,2011-8-26,2014-8-25,Sai Lo,14,Jade,1,Kachin State
AUNG HEIN MIN GEMS COMPANY LIMITED,617/2004-2005,Private,2011-8-26,2014-8-25,Sai Lo,15,Jade,1,Kachin State
AUNG HEIN MIN GEMS COMPANY LIMITED,617/2004-2005,Private,2011-8-26,2014-8-25,Sai Lo,16,Jade,1,Kachin State
AUNG HEIN MIN GEMS COMPANY LIMITED,617/2004-2005,Private,2011-8-26,2014-8-25,Sai Lo,17,Jade,1,Kachin State
AUNG HEIN MIN GEMS COMPANY LIMITED,617/2004-2005,Private,2011-8-26,2014-8-25,Sai Lo,18,Jade,1,Kachin State
AUNG HEIN MIN GEMS COMPANY LIMITED,617/2004-2005,Private,2011-8-26,2014-8-25,Sai Lo,19,Jade,1,Kachin State
AUNG HEIN MIN GEMS COMPANY LIMITED,617/2004-2005,Private,2011-8-31,2014-8-30,Taw Mhaw (yanpyo),64,Jade,1,Kachin State
AUNG HEIN MIN GEMS COMPANY LIMITED,617/2004-2005,Private,2011-8-31,2014-8-30,Taw Mhaw (yanpyo),65,Jade,1,Kachin State
AUNG HEIN MIN GEMS COMPANY LIMITED,617/2004-2005,Private,2011-8-31,2014-8-30,Taw Mhaw (yanpyo),66,Jade,1,Kachin State
AUNG HEIN MIN GEMS COMPANY LIMITED,617/2004-2005,Private,2011-8-31,2014-8-30,Taw Mhaw (yanpyo),67,Jade,1,Kachin State
AUNG HEIN MIN GEMS COMPANY LIMITED,617/2004-2005,Private,2011-8-31,2014-8-30,Taw Mhaw (yanpyo),68,Jade,1,Kachin State
AUNG HEIN MIN GEMS COMPANY LIMITED,617/2004-2005,Private,2011-8-31,2014-8-30,Taw Mhaw (yanpyo),72,Jade,1,Kachin State
AUNG HEIN MIN GEMS COMPANY LIMITED,617/2004-2005,Private,2011-8-31,2014-8-30,Taw Mhaw (yanpyo),73,Jade,1,Kachin State
AUNG HEIN MIN GEMS COMPANY LIMITED,617/2004-2005,Private,2011-8-31,2014-8-30,Taw Mhaw (yanpyo),74,Jade,1,Kachin State
AUNG HEIN MIN GEMS COMPANY LIMITED,617/2004-2005,Private,2011-8-31,2014-8-30,Taw Mhaw (yanpyo),75,Jade,1,Kachin State
AUNG HEIN MIN GEMS COMPANY LIMITED,617/2004-2005,Private,2011-8-31,2014-8-30,Taw Mhaw (yanpyo),76,Jade,1,Kachin State
AUNG HEIN MIN GEMS COMPANY LIMITED,617/2004-2005,Private,2011-8-31,2014-8-30,Taw Mhaw (yanpyo),80,Jade,1,Kachin State
AUNG HEIN MIN GEMS COMPANY LIMITED,617/2004-2005,Private,2011-8-31,2014-8-30,Taw Mhaw (yanpyo),81,Jade,1,Kachin State
AUNG HEIN MIN GEMS COMPANY LIMITED,617/2004-2005,Private,2011-8-31,2014-8-30,Taw Mhaw (yanpyo),82,Jade,1,Kachin State
AUNG HEIN MIN GEMS COMPANY LIMITED,617/2004-2005,Private,2011-8-31,2014-8-30,Taw Mhaw (yanpyo),83,Jade,1,Kachin State
AUNG HEIN MIN GEMS COMPANY LIMITED,617/2004-2005,Private,2011-8-31,2014-8-30,Taw Mhaw (yanpyo),84,Jade,1,Kachin State
AUNG HEIN MIN GEMS COMPANY LIMITED,617/2004-2005,Private,2011-8-31,2014-8-30,Taw Mhaw (yanpyo),88,Jade,1,Kachin State
AUNG HEIN MIN GEMS COMPANY LIMITED,617/2004-2005,Private,2011-11-11,2016-11-10,Maw One Lay,27,Jade,1,Kachin State
AUNG HEIN MIN GEMS COMPANY LIMITED,617/2004-2005,Private,2012-1-19,2017-1-18,Maw One Gyi,47,Jade,1,Kachin State
AUNG HEIN MIN GEMS COMPANY LIMITED,617/2004-2005,Private,2012-1-19,2017-1-18,Maw One Gyi,74,Jade,1,Kachin State
WAI AUNG GABAR GEMS COMPANY LIMITED,696/2005-2006,Joint Venture,2012-4-7,2015-4-6,Ngo Pinn,5,Jade,154,Kachin State
WAI AUNG GABAR GEMS COMPANY LIMITED,696/2005-2006,Joint Venture,2013-3-20,2018-3-19,Mana,7,Jade,0.15,Kachin State
WAI AUNG GABAR GEMS COMPANY LIMITED,696/2005-2006,Private,2013-10-10,2016-10-9,Loi  Saung Htauk Phaw Htoke,Pha La-417,Gems,1,Shan State
WAI AUNG GABAR GEMS COMPANY LIMITED,696/2005-2006,Private,2012-7-26,2015-7-25,Walar Sarkyin Phawhtoke,87,Jade,1,Kachin State
WAI AUNG GABAR GEMS COMPANY LIMITED,696/2005-2006,Private,2012-7-26,2015-7-25,Walar Sarkyin Phawhtoke,88,Jade,1,Kachin State
WAI AUNG GABAR GEMS COMPANY LIMITED,696/2005-2006,Private,2012-7-26,2015-7-25,Walar Sarkyin Phawhtoke,89,Jade,1,Kachin State
WAI AUNG GABAR GEMS COMPANY LIMITED,696/2005-2006,Private,2012-7-26,2015-7-25,Walar Sarkyin Phawhtoke,90,Jade,1,Kachin State
WAI AUNG GABAR GEMS COMPANY LIMITED,696/2005-2006,Private,2012-7-26,2015-7-25,Walar Sarkyin Phawhtoke,91,Jade,1,Kachin State
WAI AUNG GABAR GEMS COMPANY LIMITED,696/2005-2006,Private,2012-7-26,2015-7-25,Walar Sarkyin Phawhtoke,93,Jade,1,Kachin State
WAI AUNG GABAR GEMS COMPANY LIMITED,696/2005-2006,Private,2012-7-26,2015-7-25,Walar Sarkyin Phawhtoke,94,Jade,1,Kachin State
WAI AUNG GABAR GEMS COMPANY LIMITED,696/2005-2006,Private,2012-7-26,2015-7-25,Walar SarkyinPhawhtoke,95,Jade,1,Kachin State
WAI AUNG GABAR GEMS COMPANY LIMITED,696/2005-2006,Private,2012-7-26,2015-7-25,Walar Sarkyin Phawhtoke,96,Jade,1,Kachin State
WAI AUNG GABAR GEMS COMPANY LIMITED,696/2005-2006,Private,2012-7-26,2015-7-25,Walar Sarkyin Phawhtoke,97,Jade,1,Kachin State
WAI AUNG GABAR GEMS COMPANY LIMITED,696/2005-2006,Private,2012-7-26,2015-7-25,Walar Sarkyin Phawhtoke,99,Jade,1,Kachin State
WAI AUNG GABAR GEMS COMPANY LIMITED,696/2005-2006,Private,2012-7-26,2015-7-25,Walar Sarkyin Phawhtoke,100,Jade,1,Kachin State
WAI AUNG GABAR GEMS COMPANY LIMITED,696/2005-2006,Private,2012-7-26,2015-7-25,Walar Sarkyin Phawhtoke,101,Jade,1,Kachin State
WAI AUNG GABAR GEMS COMPANY LIMITED,696/2005-2006,Private,2012-7-26,2015-7-25,Walar Sarkyin Phawhtoke,102,Jade,1,Kachin State
WAI AUNG GABAR GEMS COMPANY LIMITED,696/2005-2006,Private,2012-7-26,2015-7-25,Walar Sarkyin Phawhtoke,103,Jade,1,Kachin State
WAI AUNG GABAR GEMS COMPANY LIMITED,696/2005-2006,Private,2012-7-26,2015-7-25,Walar Sarkyin Phawhtoke,105,Jade,1,Kachin State
WAI AUNG GABAR GEMS COMPANY LIMITED,696/2005-2006,Private,2012-7-26,2015-7-25,Walar Sarkyin Phawhtoke,106,Jade,1,Kachin State
WAI AUNG GABAR GEMS COMPANY LIMITED,696/2005-2006,Private,2012-7-26,2015-7-25,Walar Sarkyin Phawhtoke,107,Jade,1,Kachin State
WAI AUNG GABAR GEMS COMPANY LIMITED,696/2005-2006,Private,2012-7-26,2015-7-25,Walar Sarkyin Phawhtoke,108,Jade,1,Kachin State
WAI AUNG GABAR GEMS COMPANY LIMITED,696/2005-2006,Private,2012-7-26,2015-7-25,Walar Sarkyin Phawhtoke,109,Jade,1,Kachin State
WAI AUNG GABAR GEMS COMPANY LIMITED,696/2005-2006,Private,2012-7-26,2015-7-25,Walar Sarkyin Phawhtoke,111,Jade,1,Kachin State
WAI AUNG GABAR GEMS COMPANY LIMITED,696/2005-2006,Private,2012-7-26,2015-7-25,Walar Sarkyin Phawhtoke,112,Jade,1,Kachin State
WAI AUNG GABAR GEMS COMPANY LIMITED,696/2005-2006,Private,2012-7-26,2015-7-25,Walar Sarkyin Phawhtoke,113,Jade,1,Kachin State
WAI AUNG GABAR GEMS COMPANY LIMITED,696/2005-2006,Private,2012-7-26,2015-7-25,Walar Sarkyin Phawhtoke,114,Jade,1,Kachin State
WAI AUNG GABAR GEMS COMPANY LIMITED,696/2005-2006,Private,2012-7-26,2015-7-25,Walar Sarkyin Phawhtoke,115,Jade,1,Kachin State
WAI AUNG GABAR GEMS COMPANY LIMITED,696/2005-2006,Private,2012-7-26,2015-7-25,Walar SarkyinPhawhtoke,117,Jade,1,Kachin State
WAI AUNG GABAR GEMS COMPANY LIMITED,696/2005-2006,Private,2012-7-26,2015-7-25,Walar Sarkyin Phawhtoke,118,Jade,1,Kachin State
WAI AUNG GABAR GEMS COMPANY LIMITED,696/2005-2006,Private,2012-7-26,2015-7-25,Walar SarkyinPhawhtoke,119,Jade,1,Kachin State
WAI AUNG GABAR GEMS COMPANY LIMITED,696/2005-2006,Private,2012-7-26,2015-7-25,Walar Sarkyin Phawhtoke,120,Jade,1,Kachin State
WAI AUNG GABAR GEMS COMPANY LIMITED,696/2005-2006,Private,2012-7-26,2015-7-25,Walar Sarkyin Phawhtoke,121,Jade,1,Kachin State
WAI AUNG GABAR GEMS COMPANY LIMITED,696/2005-2006,Private,2012-7-26,2015-7-25,Walar Sarkyin Phawhtoke,123,Jade,1,Kachin State
WAI AUNG GABAR GEMS COMPANY LIMITED,696/2005-2006,Private,2012-7-26,2015-7-25,Walar Sarkyin Phawhtoke,124,Jade,1,Kachin State
WAI AUNG GABAR GEMS COMPANY LIMITED,696/2005-2006,Private,2012-7-26,2015-7-25,Walar Sarkyin Phawhtoke,125,Jade,1,Kachin State
WAI AUNG GABAR GEMS COMPANY LIMITED,696/2005-2006,Private,2012-7-26,2015-7-25,Walar Sarkyin Phawhtoke,126,Jade,1,Kachin State
WAI AUNG GABAR GEMS COMPANY LIMITED,696/2005-2006,Private,2012-7-26,2015-7-25,Walar Sarkyin Phawhtoke,127,Jade,1,Kachin State
WAI AUNG GABAR GEMS COMPANY LIMITED,696/2005-2006,Private,2012-7-26,2015-7-25,Walar Sarkyin Phawhtoke,130,Jade,1,Kachin State
WAI AUNG GABAR GEMS COMPANY LIMITED,696/2005-2006,Private,2012-7-26,2015-7-25,Walar Sarkyin Phawhtoke,131,Jade,1,Kachin State
WAI AUNG GABAR GEMS COMPANY LIMITED,696/2005-2006,Private,2012-7-26,2015-7-25,Walar Sarkyin Phawhtoke,132,Jade,1,Kachin State
WAI AUNG GABAR GEMS COMPANY LIMITED,696/2005-2006,Private,2012-7-26,2015-7-25,Walar Sarkyin Phawhtoke,133,Jade,1,Kachin State
WAI AUNG GABAR GEMS COMPANY LIMITED,696/2005-2006,Private,2012-7-26,2015-7-25,Walar Sarkyin Phawhtoke,136,Jade,1,Kachin State
WAI AUNG GABAR GEMS COMPANY LIMITED,696/2005-2006,Private,2012-7-26,2015-7-25,Walar Sarkyin Phawhtoke,137,Jade,1,Kachin State
WAI AUNG GABAR GEMS COMPANY LIMITED,696/2005-2006,Private,2012-7-26,2015-7-25,Walar Sarkyin Phawhtoke,138,Jade,1,Kachin State
WAI AUNG GABAR GEMS COMPANY LIMITED,696/2005-2006,Private,2012-7-26,2015-7-25,Walar Sarkyin Phawhtoke,139,Jade,1,Kachin State
WAI AUNG GABAR GEMS COMPANY LIMITED,696/2005-2006,Private,2012-7-26,2015-7-25,Walar Sarkyin Phawhtoke,142,Jade,1,Kachin State
WAI AUNG GABAR GEMS COMPANY LIMITED,696/2005-2006,Private,2012-7-26,2015-7-25,Walar Sarkyin Phawhtoke,143,Jade,1,Kachin State
WAI AUNG GABAR GEMS COMPANY LIMITED,696/2005-2006,Private,2012-7-26,2015-7-25,Walar Sarkyin Phawhtoke,144,Jade,1,Kachin State
WAI AUNG GABAR GEMS COMPANY LIMITED,696/2005-2006,Private,2012-7-26,2015-7-25,Walar Sarkyin Phawhtoke,145,Jade,1,Kachin State
WAI AUNG GABAR GEMS COMPANY LIMITED,696/2005-2006,Private,2012-7-26,2015-7-25,Walar Sarkyin Phawhtoke,146,Jade,1,Kachin State
WAI AUNG GABAR GEMS COMPANY LIMITED,696/2005-2006,Private,2012-7-26,2015-7-25,Walar Sarkyin Phawhtoke,147,Jade,1,Kachin State
WAI AUNG GABAR GEMS COMPANY LIMITED,696/2005-2006,Private,2012-7-26,2015-7-25,Walar Sarkyin Phawhtoke,148,Jade,1,Kachin State
YAR ZA HTAR NE GEMS COMPANY LIMITED,1999/2010-2011,Joint Venture,2013-1-25,2015-1-24,Ka Yin Chaung,1,Jade,90.97,Kachin State
"Shwe Ywet Hlwar Gems Co.,.Ltd.",519/2003-2004,Joint Venture,2010-2-1,2015-3-31,Ngo Pinn,9,Jade,105,Kachin State
"Shwe Ywet Hlwar Gems Co.,.Ltd.",519/2003-2004,Private,2011-5-19,2014-5-18,Sha Yaung Kha,337,Jade,1,Kachin State
"Shwe Ywet Hlwar Gems Co.,.Ltd.",519/2003-2004,Private,2011-5-19,2014-5-18,Sha Yaung Kha,348,Jade,1,Kachin State
"Shwe Ywet Hlwar Gems Co.,.Ltd.",519/2003-2004,Private,1900-5-9,1900-5-8,Ma Loung,33,Jade,1,Kachin State
"Shwe Ywet Hlwar Gems Co.,.Ltd.",519/2003-2004,Private,1900-5-8,1900-5-7,Mhaw Si Sar,222,Jade,1,Kachin State
"Shwe Ywet Hlwar Gems Co.,.Ltd.",519/2003-2004,Private,1900-5-8,1900-5-7,Mhaw Si Sar,224,Jade,1,Kachin State
"Shwe Ywet Hlwar Gems Co.,.Ltd.",519/2003-2004,Private,1900-5-8,1900-5-7,Mhaw Si Sar,226,Jade,1,Kachin State
"Shwe Ywet Hlwar Gems Co.,.Ltd.",519/2003-2004,Private,1900-6-5,1900-6-4,Sa Byi Wa,55,Jade,1,Kachin State
"Shwe Ywet Hlwar Gems Co.,.Ltd.",519/2003-2004,Private,1900-6-5,1900-6-4,Gyan Kar,47,Jade,1,Kachin State
"Shwe Ywet Hlwar Gems Co.,.Ltd.",519/2003-2004,Private,1900-8-30,1900-8-29,Sha Yaung Kha,87,Jade,1,Kachin State
"Shwe Ywet Hlwar Gems Co.,.Ltd.",519/2003-2004,Private,1900-10-8,1900-10-7,Sha Yaung Kha,256,Jade,1,Kachin State
"Shwe Ywet Hlwar Gems Co.,.Ltd.",519/2003-2004,Private,1900-11-30,1900-11-29,Ma Loung,43,Jade,1,Kachin State
"Shwe Ywet Hlwar Gems Co.,.Ltd.",519/2003-2004,Private,1900-11-30,1900-11-29,Ma Loung,44,Jade,1,Kachin State
"Shwe Ywet Hlwar Gems Co.,.Ltd.",519/2003-2004,Private,1900-11-30,1900-11-29,Ma Loung,45,Jade,1,Kachin State
"Shwe Ywet Hlwar Gems Co.,.Ltd.",519/2003-2004,Private,1900-11-30,1900-11-29,Ma Loung,46,Jade,1,Kachin State
"Shwe Ywet Hlwar Gems Co.,.Ltd.",519/2003-2004,Private,2011-1-31,2014-1-30,Sha Yaung Kha,217,Jade,1,Kachin State
"Shwe Ywet Hlwar Gems Co.,.Ltd.",519/2003-2004,Private,2011-3-20,2014-3-19,Sha Yaung Kha,60,Jade,1,Kachin State
"Shwe Ywet Hlwar Gems Co.,.Ltd.",519/2003-2004,Private,2009-4-24,2014-4-23,Mhaw Si Sar,221,Jade,1,Kachin State
"Shwe Ywet Hlwar Gems Co.,.Ltd.",519/2003-2004,Private,2009-4-24,2014-4-23,Mhaw Si Sar,223,Jade,1,Kachin State
"Shwe Ywet Hlwar Gems Co.,.Ltd.",519/2003-2004,Private,2009-4-24,2014-4-23,Mhaw Si Sar,225,Jade,1,Kachin State
"Shwe Ywet Hlwar Gems Co.,.Ltd.",519/2003-2004,Private,2011-7-2,2014-7-1,Sha Yaung Kha,176,Jade,1,Kachin State
"Shwe Ywet Hlwar Gems Co.,.Ltd.",519/2003-2004,Private,2011-7-2,2014-7-1,Sha Yaung Kha,178,Jade,1,Kachin State
"Shwe Ywet Hlwar Gems Co.,.Ltd.",519/2003-2004,Private,2011-8-29,2014-8-29,Sai Lo,64,Jade,1,Kachin State
"Shwe Ywet Hlwar Gems Co.,.Ltd.",519/2003-2004,Private,2011-8-29,2014-8-29,Sai Lo,67,Jade,1,Kachin State
"Shwe Ywet Hlwar Gems Co.,.Ltd.",519/2003-2004,Private,2011-8-29,2014-8-29,Sai Lo,70,Jade,1,Kachin State
"Shwe Ywet Hlwar Gems Co.,.Ltd.",519/2003-2004,Private,2012-5-19,2015-5-18,Sha Yaung Kha,237,Jade,1,Kachin State
"Shwe Ywet Hlwar Gems Co.,.Ltd.",519/2003-2004,Private,2010-11-18,2015-11-17,Phar Kant Gyi,70,Jade,1,Kachin State
"Shwe Ywet Hlwar Gems Co.,.Ltd.",519/2003-2004,Private,2010-11-18,2015-11-17,Phar Kant Gyi,84,Jade,1,Kachin State
"Shwe Ywet Hlwar Gems Co.,.Ltd.",519/2003-2004,Private,2010-10-8,2017-1-18,Mana,63,Jade,1,Kachin State
"Shwe Ywet Hlwar Gems Co.,.Ltd.",519/2003-2004,Private,1900-1-19,1900-1-18,Sha Yaung Kha,169,Jade,1,Kachin State
"Shwe Ywet Hlwar Gems Co.,.Ltd.",519/2003-2004,Private,1900-3-8,1900-3-7,Sa Pot,47,Jade,1,Kachin State
"Shwe Ywet Hlwar Gems Co.,.Ltd.",519/2003-2004,Private,1900-3-8,1900-3-7,Sa Pot,48,Jade,1,Kachin State
"Shwe Ywet Hlwar Gems Co.,.Ltd.",519/2003-2004,Private,1900-3-8,1900-3-7,Sa Pot,49,Jade,1,Kachin State
"Shwe Ywet Hlwar Gems Co.,.Ltd.",519/2003-2004,Private,1900-3-8,1900-3-7,Sa Pot,50,Jade,1,Kachin State
"Shwe Ywet Hlwar Gems Co.,.Ltd.",519/2003-2004,Private,1900-3-8,1900-3-7,Sa Pot,51,Jade,1,Kachin State
"Shwe Ywet Hlwar Gems Co.,.Ltd.",519/2003-2004,Private,1900-3-8,1900-3-7,Sa Pot,52,Jade,1,Kachin State
"Shwe Ywet Hlwar Gems Co.,.Ltd.",519/2003-2004,Private,2010-8-30,2013-8-29,Sha Yaung Kha,87,Jade,1,Kachin State
"Shwe Ywet Hlwar Gems Co.,.Ltd.",519/2003-2004,Private,2009-10-28,2014-10-27,Sha Yaung Kha,177,Jade,1,Kachin State
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,1630/1999-2000,Joint Venture,2014-1-20,2016-1-19,Phar Kant Gyi,1,Jade,61.7,Kachin State
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,1630/1999-2000,Joint Venture,2011-4-7,2014-4-6,Mamon,4,Jade,13.26,Kachin State
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,1630/1999-2000,Private,2011-1-27,2014-1-26,Kaung yo Phawhtoke,634,Jade,1,Kachin State
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,1630/1999-2000,Private,2011-1-27,2014-1-26,Kaung yo Phawhtoke,635,Jade,1,Kachin State
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,1630/1999-2000,Private,2011-1-27,2014-1-26,Kaung yo Phawhtoke,636,Jade,1,Kachin State
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,1630/1999-2000,Private,2011-1-27,2014-1-26,Kaung yo Phawhtoke,637,Jade,1,Kachin State
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,1630/1999-2000,Private,2011-1-27,2014-1-26,Kaung yo Phawhtoke,638,Jade,1,Kachin State
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,1630/1999-2000,Private,2011-1-27,2014-1-26,Kaung yo Phawhtoke,639,Jade,1,Kachin State
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,1630/1999-2000,Private,2011-1-27,2014-1-26,Kaung yo Phawhtoke,640,Jade,1,Kachin State
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,1630/1999-2000,Private,2011-1-27,2014-1-26,Kaung yo Phawhtoke,641,Jade,1,Kachin State
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,1630/1999-2000,Private,2011-1-27,2014-1-26,Kaung yo Phawhtoke,642,Jade,1,Kachin State
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,1630/1999-2000,Private,2011-1-27,2014-1-26,Kaung yo Phawhtoke,643,Jade,1,Kachin State
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,1630/1999-2000,Private,2011-1-27,2014-1-26,Kaung yo Phawhtoke,644,Jade,1,Kachin State
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,1630/1999-2000,Private,2011-1-27,2014-1-26,Kaung yo Phawhtoke,645,Jade,1,Kachin State
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,1630/1999-2000,Private,2011-1-27,2014-1-26,Kaung yo Phawhtoke,646,Jade,1,Kachin State
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,1630/1999-2000,Private,2011-1-27,2014-1-26,Kaung yo Phawhtoke,647,Jade,1,Kachin State
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,1630/1999-2000,Private,2011-1-27,2014-1-26,Kaung yo Phawhtoke,648,Jade,1,Kachin State
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,1630/1999-2000,Private,2011-1-27,2014-1-26,Kaung yo Phawhtoke,649,Jade,1,Kachin State
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,1630/1999-2000,Private,2011-1-27,2014-1-26,Kaung yo Phawhtoke,650,Jade,1,Kachin State
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,1630/1999-2000,Private,2011-1-27,2014-1-26,Kaung yo Phawhtoke,651,Jade,1,Kachin State
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,1630/1999-2000,Private,2011-1-27,2014-1-26,Kaung yo Phawhtoke,652,Jade,1,Kachin State
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,1630/1999-2000,Private,2011-1-27,2014-1-26,Kaung yo Phawhtoke,653,Jade,1,Kachin State
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,1630/1999-2000,Private,2011-1-27,2014-1-26,Kaung yo Phawhtoke,654,Jade,1,Kachin State
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,1630/1999-2000,Private,2011-1-27,2014-1-26,Kaung yo Phawhtoke,655,Jade,1,Kachin State
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,1630/1999-2000,Private,2011-1-27,2014-1-26,Kaung yo Phawhtoke,656,Jade,1,Kachin State
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,1630/1999-2000,Private,2011-1-27,2014-1-26,Kaung yo Phawhtoke,657,Jade,1,Kachin State
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,1630/1999-2000,Private,2011-1-27,2014-1-26,Kaung yo Phawhtoke,658,Jade,1,Kachin State
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,1630/1999-2000,Private,2011-1-27,2014-1-26,Kaung yo Phawhtoke,659,Jade,1,Kachin State
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,1630/1999-2000,Private,2011-1-27,2014-1-26,Kaung yo Phawhtoke,660,Jade,1,Kachin State
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,1630/1999-2000,Private,2011-1-27,2014-1-26,Kaung yo Phawhtoke,661,Jade,1,Kachin State
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,1630/1999-2000,Private,2011-1-27,2014-1-26,Kaung yo Phawhtoke,662,Jade,1,Kachin State
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,1630/1999-2000,Private,2011-1-27,2014-1-26,Kaung yo Phawhtoke,663,Jade,1,Kachin State
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,1630/1999-2000,Private,2011-1-27,2014-1-26,Kaung yo Phawhtoke,664,Jade,1,Kachin State
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,1630/1999-2000,Private,2011-1-27,2014-1-26,Kaung yo Phawhtoke,665,Jade,1,Kachin State
